fips,sld_dt,republican_percentage,is_brand,dspns_qty_sum,dspns_qty_mean,dspns_qty_count,rx_prc_amt_sum,rx_prc_amt_mean,rx_prc_amt_median,transaction_count,loc_id_nunique,drug_ANDROGENS_ANABOLIC_sum,drug_ESTROGENS_sum,drug_PROGESTINS_sum,drug_CONTRACEPTIVES_sum,insurance_coverage_mean,patient_coverage_mean,year,healthrisk_impact,republican_percentage_std,republicanStd_x_healthrisk,brand_healthrisk,republicanStd_x_brand,republicanStd_x_brand_x_healthrisk,avg_prc,county_name,state_name,state_abbr,total_county_population,edu_less_than_hs,edu_hs_graduate,edu_some_college,edu_bachelors,edu_graduate,edu_bachelor_above,male_percentage,female_percentage,over_65_percentage,income_low_percentage,income_lower_middle_percentage,income_middle_percentage,income_upper_middle_percentage,income_high_percentage,household_median,race_white,race_black,race_native,race_asian,race_pacific,race_other,race_two_or_more,unemployment_rate,employment_rate,urban_rural_value_lessBetter,metro_indicator,cases,deaths,week,month,weekday,pharmacy_density
28056,2020-04-23,63.59837049500205,1,1734.4639539425752,51.01364570419339,34,125.04494385982991,3.677792466465586,1.944312328677233,34,5,1,3,2,1,0.6201492866282963,0.2043973670814292,2020,1,0.7278070199801409,0.7278070199801409,1,0.7278070199801409,0.7278070199801409,1.655124343546073,County_104,Mississippi,MS,2534421,24.182736458765696,28.94490028138293,35.8410355060513,8.261300213021347,13.57926335018161,31.13773886576751,55.84184086397065,47.157326594726534,15.633503004707052,24.447570636612312,20.662190887213214,31.799029268050905,10.23037363003183,21.874492137752945,56778,91.29294955798615,58.328763725120986,1.358290736877787,0.15163267313668966,0.2226997964561839,3.656148485397811,9.024636608469649,3.321231502416054,37.08664649153707,9,1,172,10,20,6,4,0.07158006505533948
47156,2020-06-04,55.67816264546317,0,914.6527635868833,35.17895244564936,26,575.5739381506767,22.13745915964141,23.114610796914285,26,12,2,1,3,0,0.24163890873908578,0.7436003651076519,2020,1,0.35693723798309007,0.35693723798309007,0,0.0,0.0,6.591363522057563,County_80,Tennessee,TN,381213,11.693750942423048,29.51585083486976,23.909869352907982,6.004746159310573,13.267172714436327,36.638708464328474,53.83276810881717,54.79869542116811,12.797493694714543,19.38462120710569,26.058945145513473,34.0731247270341,9.887689797938721,18.6363676122446,34145,42.29852751933904,26.224989308247164,0.10810862323719839,1.2112152114575856,0.14227277442761596,3.643761663424609,8.479227174737948,5.099925915520498,51.973191100605135,6,1,187,7,18,4,1,0.03145042821552475
37111,2019-06-11,28.984295616204033,1,1563.315604616219,43.42543346156164,36,109.3489936767595,3.037472046576653,2.5599505171775854,36,8,0,3,2,1,0.5692120504306768,0.023140094581946435,2019,0,-0.8930234743959387,-0.0,0,-0.8930234743959387,-0.0,25.087665332844818,County_88,North Carolina,NC,1593322,24.560551775272373,35.88159189536785,32.79733125514848,16.934135666230606,18.813954300137514,12.003437081933686,57.350450984605274,54.79065375409219,8.42786263960414,36.664260902536455,18.33963812773429,35.47928002324268,9.013646266481954,13.95433417300439,69754,89.43222748328614,30.13423648183195,1.9117210683778507,4.751595676162628,0.17121918183607387,4.995969128724962,7.803296319332736,5.708768054242603,39.92281249006213,8,0,0,0,22,5,0,0.4657029677010063
45092,2019-05-11,71.28871683275838,0,695.2801624092667,18.29684637919123,38,209.24653779575218,5.5064878367303205,6.552049387518226,38,3,2,3,2,0,0.5901953827661262,0.9792246337072796,2019,0,1.0879133611201097,0.0,0,0.0,0.0,22.77718164877012,County_137,South Carolina,SC,2137085,18.10864371416116,20.353788758624756,36.43717670839463,17.547388747071434,4.618813513614117,37.45269582624287,53.938545388706366,53.68549535071254,6.097688634796061,22.69668406617827,22.742458746505253,35.90486058043204,10.840755950156135,10.469344883712532,37197,65.27128382058385,12.92359662251932,1.9615149358167043,0.5139367586389031,0.0942464664235027,2.0946145513298444,1.9595533243787855,4.427997474692988,28.246971462912683,2,0,0,0,23,5,5,0.956231227638581
37101,2019-06-07,65.07849907310612,1,1215.5031761675134,26.42398209059812,46,7826.54212184726,170.14222004015784,140.44924128765214,46,3,3,2,1,2,0.849435333089779,0.3771446803556807,2019,0,0.7971151711697613,0.0,0,0.7971151711697613,0.0,9.728820371631508,County_109,North Carolina,NC,680988,24.50691568665406,26.916911298003065,16.77617616006026,17.229401613790856,6.8909644890581365,43.60194689948157,52.30975130064411,52.17827682759281,6.634955106425096,26.921698731807023,27.447384826229992,22.582883130926135,7.39906364694497,3.1587339806367503,55846,55.307170622516196,53.59788144614085,1.4781492580328248,4.169550888605427,0.04238678012613016,2.1230828977464293,8.98225605191596,6.004682320240432,45.847133672466185,1,1,0,0,20,4,5,0.2797307936107123
45114,2020-04-24,66.72888027408791,1,1375.5689712374665,34.38922428093666,40,3878.10314328644,96.95257858216101,114.84439022342072,40,9,1,1,1,0,0.004741392911873921,0.7193125336908236,2020,1,0.8743955314643191,0.8743955314643191,1,0.8743955314643191,0.8743955314643191,23.39008342858903,County_5,South Carolina,SC,738000,17.08167058429057,22.569082963134438,29.336728294569866,15.226689701487505,17.963597089712792,35.40662366410995,54.978495712658194,44.767827010119284,9.5670674333206,40.29581199245437,24.09498137657689,30.89904474876463,18.953668832057183,5.2891702305068575,66059,64.54505102984749,56.71433255235853,0.9304249431271463,4.819600714571287,0.08008009468131856,5.959124288295512,7.610347597464899,3.142264324486217,25.05890470157504,5,1,195,15,21,5,0,0.9592113685279813
28008,2020-04-07,24.174042609011927,0,1383.6309843403417,53.21657632078237,26,363.1152431342924,13.965970889780479,11.006626370792366,26,5,1,2,0,1,0.8533694593423667,0.8875710884880433,2020,1,-1.1182672455214475,-1.1182672455214475,0,-0.0,-0.0,13.98515936051497,County_108,Mississippi,MS,1290916,14.565512845767259,19.511638289639688,34.17099990830671,30.854816999229033,19.032818910861266,24.207687190741765,51.26349852508953,45.491901036940625,15.310820803772055,16.594498842675918,33.12607194311752,25.460308956760823,14.633910269334837,6.439579359405525,36180,49.95435789556861,10.703095775296948,0.4399868786545227,4.158209801987084,0.2579040903725961,1.4176514513752267,2.545795708054615,6.017018552893098,62.288191303611434,8,0,217,7,20,5,0,0.8877934954134113
12028,2020-04-08,23.662766255524122,0,568.6453789872187,22.74581515948875,25,136.4381880982016,5.457527523928064,5.7608432893160595,25,2,3,0,1,3,0.619119086426974,0.39462988815008226,2020,1,-1.1422081512855946,-1.1422081512855946,0,-0.0,-0.0,35.1771996577868,County_80,Florida,FL,2390243,10.69891962844444,45.44891661525468,28.95315754726802,16.615857154776293,21.899072165606924,41.19044741131641,49.84489352066629,48.661959776868244,12.809756149131017,20.042019101605568,20.647878753773657,35.76553425250853,7.140582809501687,10.58782149494952,83768,46.33305146638379,28.935452253170844,1.6250326804959294,2.6197744508453638,0.18072508864602313,7.577867087877187,7.304986267955922,3.7920765182394653,64.44161869225161,7,0,187,12,18,5,4,0.2838519413111236
45049,2020-05-10,79.92937857045554,0,517.8697324109486,43.155811034245716,12,11.33020359442994,0.9441836328691617,0.5281512945026738,12,7,1,0,0,2,0.1627434861049576,0.31913248859966603,2020,1,1.492518946711727,1.492518946711727,0,0.0,0.0,10.763565909330294,County_140,South Carolina,SC,611492,10.417862877310391,36.037259648334185,24.43857466986308,16.382504260715265,19.52178431954814,27.5708475728298,51.547134334302974,48.85088324386817,6.582924978149798,11.932088002095199,36.33497473428222,32.37436296325378,16.101749347344022,23.715303882754316,51615,43.16806064449443,64.3962546707505,1.4727081942940445,4.911247842307809,0.11339660195917012,10.383418384488563,5.576872230538651,1.9497348319889194,59.61581743953597,5,0,187,11,18,6,0,0.8171311161918906
21023,2020-06-21,42.83047356774584,0,746.2869870177082,24.87623290059027,30,517.4965053360953,17.249883511203176,15.332096611968678,30,10,1,0,2,0,0.772937388135284,0.6087411288982467,2020,1,-0.244665616125887,-0.244665616125887,0,-0.0,-0.0,4.65337233350939,County_175,Kentucky,KY,1794689,24.538761074856296,28.19487491194898,24.483679868034642,14.809449756007716,19.853030637910454,36.046066184853416,47.37599747137985,48.07703947099894,14.314733601026777,22.75513129730158,32.263884458729734,28.72355966451901,18.56266348796757,13.618528081751219,32821,32.5226752936275,1.1922164309808883,0.4439080791218981,4.200631553295361,0.23697179452067627,4.694751838308161,5.113175649490363,6.636946703293029,47.43882167553099,5,1,176,9,26,5,5,0.68618143526625
28088,2019-04-12,36.06640842466578,0,193.1815908775551,27.597370125365014,7,4231.907701992406,604.5582431417723,641.7034205712135,7,5,3,2,3,2,0.8554915417905857,0.5809893737480507,2019,0,-0.5613981328330089,-0.0,0,-0.0,-0.0,11.434025854260174,County_192,Mississippi,MS,1227471,8.091669048882974,29.894758830468234,15.789775492161896,4.871121131640962,8.629784881283143,38.99973181048556,56.15200421723768,49.91338391882829,8.538406276116174,17.005502917545787,36.28704657194439,25.00966764994162,8.800570752836142,7.4013237549623145,66248,60.26984810886156,22.211894014206894,0.9024305883145314,1.5326964874480464,0.019337229736472627,9.912158444657445,1.6772932164600827,2.2873106799412573,47.20713378289638,6,1,0,0,23,4,6,0.5123105665158524
13134,2019-05-12,49.200883174607334,0,2463.4170896468963,53.552545427106445,46,2567.02397941991,55.80486911782413,64.02443341747981,46,15,1,4,1,1,0.2542634837541573,0.40913997762479715,2019,0,0.05363367942431638,0.0,0,0.0,0.0,0.163691341480611,County_122,Georgia,GA,310862,7.235541102884573,30.671646125370057,26.76121652836406,19.60278567218925,10.33240186318284,36.22476160626123,48.649852938703226,46.71652231686184,14.220666193030224,31.401048062236743,33.43900420626669,27.424378014717224,7.409609509396223,4.432253161614824,60994,86.48003227283046,40.40800223873089,0.9255978756335701,3.9856352507372574,0.07616732637671571,1.081482502384509,5.942194896374236,0.6703096472206552,67.2765467002437,8,0,0,0,15,4,5,0.4234932268998319
12131,2020-06-03,61.40049489345077,0,311.85157658452755,7.425037537726846,42,710.6520117385546,16.92028599377511,18.202981799710813,42,12,4,3,4,1,0.9187936809026809,0.6017747558677085,2020,1,0.6248898162035483,0.6248898162035483,0,0.0,0.0,12.155131876782663,County_73,Florida,FL,1922258,9.583575490575384,37.527072192920116,36.857945929310645,9.383097622249108,7.727659544000745,18.226340165878007,47.149441648718664,51.48843820241746,6.900395175773571,16.43964376297557,18.12628636873614,33.26044311264359,5.137876114140033,9.781027065868173,65297,69.22018194138377,24.720664035856686,1.6528210999454183,6.185159798258599,0.06903094621720178,0.47253390113209026,1.5492839942098182,2.077381279207675,32.651379422065595,8,0,223,10,27,5,1,0.8156872531695313
47094,2020-04-18,81.8936279932879,0,72.54658009142031,12.091096681903386,6,347.18428533446377,57.86404755574396,30.429516919729405,6,8,1,3,1,2,0.4544574302986578,0.9353813695664948,2020,1,1.5844964262264951,1.5844964262264951,0,0.0,0.0,0.06438100306960468,County_89,Tennessee,TN,2249503,9.55900929780197,47.51015931062577,36.091565571382546,20.853051446413396,14.322838264757955,11.595912135327412,48.44893138496518,45.66969897069698,11.42392734323581,31.24438257217609,26.582121993970304,25.26975272338622,5.756005421703762,20.761804617674308,71052,61.905367394636826,20.31520843161453,1.367689368668153,4.701149671264105,0.2956093686504666,7.935057652652239,2.2246605661697996,2.88346914817328,24.569573197544752,1,0,207,14,23,6,1,0.7932863532623262
45171,2020-06-04,35.05123588174385,1,414.06868585219513,10.617145791081926,39,198.4250848384873,5.087822688166341,3.8712817437063523,39,15,1,2,2,0,0.6034244543333215,0.4676402566265965,2020,1,-0.608934362542532,-0.608934362542532,1,-0.608934362542532,-0.608934362542532,0.7862327351934802,County_36,South Carolina,SC,1558455,26.400798192979394,47.714507068337404,15.88878303452759,4.42333693455736,20.806704407037248,16.295202645120344,56.788982124811355,45.62947795724894,15.120045856975384,18.904262845679533,18.739527466307287,23.497327125413964,17.196021572856186,10.816884248441681,56732,55.715725522811404,33.6626614281281,1.2863350870801102,3.355361401017545,0.21182957471782807,8.371237302796462,1.8917362998850085,2.7837729413802164,47.411223409255356,6,1,197,13,14,4,4,0.7571793996066166
37113,2019-04-28,79.7365900518419,0,35.10094963851711,5.850158273086185,6,139.06916982416476,23.178194970694125,12.379217365592838,6,7,2,4,1,2,0.9846495336176436,0.19674218075063132,2019,0,1.4834914770760739,0.0,0,0.0,0.0,13.29381887851194,County_187,North Carolina,NC,484398,15.361172210329523,29.310727304042555,30.527534079848742,30.478838835084048,9.220497286976546,26.612122542233777,49.62281813836824,42.781163466485594,7.09472810977353,21.656535023635993,33.001001757799656,36.20846013164082,20.7949813126671,19.76763353851551,74992,58.114908963251864,13.888140675788256,1.2996548451265568,2.3189303097992133,0.18533578091656625,9.273640650623264,10.51813693023508,3.9103388113832156,36.45292309707486,4,0,0,0,24,4,0,0.9982576952640806
21016,2019-06-13,16.740164397037944,0,670.97630967338,18.638230824260557,36,1343.3098786726223,37.31416329646173,21.51152572747292,36,3,0,1,0,4,0.36153607863919934,0.3772059828830039,2019,0,-1.4663642707817037,-0.0,0,-0.0,-0.0,13.746553504107592,County_169,Kentucky,KY,428902,30.750099891372543,27.194923626324165,21.63882706733248,16.13214221235482,13.36153474668828,26.70579996943074,54.6046981730826,43.64197094040487,12.31511908703026,21.465819561391925,27.851567282032512,34.22736559328187,5.718085159620426,20.462214450918214,51247,41.02158228732071,38.60339210812335,0.5409401587649578,0.6926148451192528,0.0014954895883418694,0.6249944623997956,3.491079249660846,6.240324733233503,36.14992232197808,8,0,0,0,22,6,3,0.4790339484804425
45153,2019-05-23,53.863862962877725,0,253.1650486522273,50.633009730445465,5,149.32380415500865,29.864760831001732,29.04986917708944,5,1,0,1,3,2,0.8131593458201128,0.3941069825931186,2019,0,0.27198126958676117,0.0,0,0.0,0.0,1.6304280469229484,County_170,South Carolina,SC,1149202,8.567492702555922,31.33558100629867,34.865761374935005,28.109150404539555,8.277842793842959,29.723129623266964,56.98973482918035,52.90729230489901,15.847751439485727,32.50255250490828,20.79588491585193,25.19671889053012,16.969135345278282,4.548877703070195,60350,82.1367037719375,51.175410413239035,0.743422519659068,1.787927216037298,0.05529300062695721,8.545977604525135,4.229645397758081,2.4001984762130446,21.333011645987558,5,0,0,0,26,5,3,0.8071160548420959
28115,2019-05-20,59.37825781767596,1,589.1229961749877,24.546791507291157,24,2052.925599308316,85.53856663784651,85.47704194756214,24,15,2,1,1,2,0.31839911782845964,0.13110869302621986,2019,0,0.530197020548871,0.0,0,0.530197020548871,0.0,2.9278470144107693,County_66,Mississippi,MS,1372266,21.992035468034725,35.30976383456875,15.992524405604128,16.315712850522175,5.8110994885677965,22.408971664367744,46.08842533695059,47.24795274012618,5.807179446916042,24.99527789415029,35.45117738415777,26.676984694879867,6.149794653455361,15.999174310416025,40242,40.29165853986238,41.84594163662366,0.09132457087341228,0.17718859629945055,0.19066238789192347,4.141926060762399,3.8818463661083786,3.8850089517345974,49.023252248752854,9,1,0,0,20,4,5,0.862615888616495
21127,2020-04-16,22.41281826255273,0,1135.6501880731398,34.41364206282242,33,1652.561575319676,50.077623494535636,52.16107687580752,33,15,2,2,2,2,0.799213522241491,0.1628715005545549,2020,1,-1.2007379207648061,-1.2007379207648061,0,-0.0,-0.0,43.89073654613744,County_65,Kentucky,KY,1495377,16.666967187232515,31.701808989291443,35.58923024424377,4.6892629200782086,6.306117831463785,37.68876387655108,55.7103416724926,44.19014901173967,5.060827488408092,21.838966965580493,17.534093172913735,37.55312283409417,14.474125198458669,24.059209457535548,64235,75.01372470072997,7.610762490955694,1.5738822716242475,6.907718830922255,0.11391579794449971,3.3367139595041846,9.93162967437051,2.7109031989751156,33.409584006953864,4,0,219,9,21,4,1,0.21239097887223024
21113,2020-05-12,24.823771794473885,1,2312.2380473615844,64.2288346489329,36,2658.4809312894195,73.84669253581721,81.66111879307198,36,12,1,3,2,3,0.6007339188626425,0.6845620733936773,2020,1,-1.0878431801500537,-1.0878431801500537,1,-1.0878431801500537,-1.0878431801500537,3.938345963528563,County_171,Kentucky,KY,665434,15.215872594123923,38.39761593376783,33.42446636333109,26.021979290626593,3.629934218493534,42.612996263541106,49.30731652930642,51.630775400313425,12.090342309337794,36.578681571183495,27.40497287636891,33.33095178814588,17.097204518851804,11.24917572278174,45603,77.91899577024222,60.9530116057557,0.8659964303396277,1.6351275396883058,0.27728411510371825,1.903263134776266,6.411142069016329,5.841524885925803,29.829351765056007,7,0,203,14,18,5,5,0.04302437561100792
12111,2019-06-17,44.33800235214127,0,1593.8419961427855,75.89723791156122,21,304.44051013449774,14.497167149261797,14.752346690380547,21,2,1,2,1,6,0.21635569522540143,0.3394777542089027,2019,0,-0.1740744293484388,-0.0,0,-0.0,-0.0,136.427918578281,County_109,Florida,FL,1357060,27.75218917540614,34.849566794911965,17.585096409557234,21.149144430679762,21.01122369868052,16.62227708569938,48.0327130985766,48.75573576143603,8.076831372988364,28.158518769236082,30.862892202667958,31.768352067421198,10.747270356283803,3.1717140470695124,68229,65.51622581585819,13.423426461611662,0.876476714175147,5.722644004529071,0.22941726574252735,10.956173306127798,10.151178938799774,1.5244098363751095,22.900300775471173,1,1,0,0,18,5,4,0.4053436537863911
1019,2019-04-02,82.63623385002272,0,1313.2297529229197,28.54847288962869,46,4473.918325780229,97.25909403870062,103.15397886208626,46,5,0,1,4,1,0.4140260937892364,0.9548983918558076,2019,0,1.6192695126692975,0.0,0,0.0,0.0,7.370637419577364,County_141,Alabama,AL,803762,30.36548679153839,26.904328587598588,16.316135420980583,24.889197332070463,10.356152365898778,35.72440549037363,54.64462033434161,41.296184159926106,4.854933728399093,17.414924638339933,16.2946678213135,26.922055766786087,5.17495553777062,23.235961875931206,73654,84.8160671219735,55.301652043390135,0.49071252986725344,1.2636496844543526,0.134215221841236,0.7002994825074998,3.6492115111929033,1.1728167440153803,38.12499409435373,9,0,0,0,22,5,1,0.8568799477523392
28112,2020-06-08,56.7229787264061,0,2936.8600588858094,77.28579102331078,38,8886.695031268668,233.8603955597018,124.94566856299066,38,1,3,2,1,4,0.3176356343635617,0.24359674535860742,2020,1,0.4058615490021345,0.4058615490021345,0,0.0,0.0,12.55911918434091,County_98,Mississippi,MS,1855778,27.69433292812865,27.75484739592951,33.36356861519259,14.988756178248453,18.76535739404111,33.44090224925674,57.73715271826527,45.429060402714015,9.703667414603249,38.00273834431048,28.15283273053648,26.786002306664358,14.523029634006814,22.324324476167106,76666,46.50037361419355,26.60012286508538,0.4188545629188578,2.05684793227846,0.22485449326148113,9.097088160687994,1.705764081535464,3.769469146044411,62.3115370021635,2,0,178,13,25,4,2,0.2898141779133157
47159,2019-05-15,80.31162551201479,0,351.5612445266427,31.9601131387857,11,113.7173347112145,10.337939519201319,6.866196899872909,11,1,3,0,2,1,0.07810839308036388,0.09892450510482231,2019,0,1.510417951709856,0.0,0,0.0,0.0,60.45726295896842,County_89,Tennessee,TN,2152515,9.999817654913459,28.87215477703085,18.426668761440745,20.86222883890606,15.785924717448976,27.400529471893282,49.13026892197354,43.478019755698774,13.045248155727469,21.279508881009217,32.94982674018807,22.63237789904369,20.859914050240445,14.009253285807041,80312,86.06835382327183,56.576055711983265,1.1756438591380585,2.986113502675731,0.29262129714786644,7.034438790395803,6.3402937536038335,4.867269307475698,36.8235279570765,4,1,0,0,26,5,0,0.7003101439133567
